Rank,Ticker,Name,Weight
534,AOSL,ALPHA + OMEGA SEMICONDUCTOR,0.045935
535,INVX,INNOVEX INTERNATIONAL INC,0.045686
536,RCUS,ARCUS BIOSCIENCES INC,0.04544
537,PRAA,PRA GROUP INC,0.044641
538,NYMT,NEW YORK MORTGAGE TRUST INC,0.044259
539,PAHC,PHIBRO ANIMAL HEALTH CORP A,0.044174
540,FWRD,FORWARD AIR CORP,0.044029
541,FTRE,FORTREA HOLDINGS INC,0.043792
542,CABO,CABLE ONE INC,0.043416
543,PDFS,PDF SOLUTIONS INC,0.043393
544,JBSS,JOHN B. SANFILIPPO + SON INC,0.042583
545,KOP,KOPPERS HOLDINGS INC,0.042512
546,MTUS,METALLUS INC,0.042064
547,OXM,OXFORD INDUSTRIES INC,0.042061
548,SCHL,SCHOLASTIC CORP,0.041939
549,AHH,ARMADA HOFFLER PROPERTIES IN,0.041824
550,MYGN,MYRIAD GENETICS INC,0.041658
551,LQDT,LIQUIDITY SERVICES INC,0.041224
552,INN,SUMMIT HOTEL PROPERTIES INC,0.040483
553,RGR,STURM RUGER + CO INC,0.04035
554,ICHR,ICHOR HOLDINGS LTD,0.040348
555,SHEN,SHENANDOAH TELECOMMUNICATION,0.040204
556,SITC,SITE CENTERS CORP,0.04019
557,MCW,MISTER CAR WASH INC,0.039626
558,WSR,WHITESTONE REIT,0.039423
559,NABL,N ABLE INC,0.039025
560,NPK,NATIONAL PRESTO INDS INC,0.038973
561,KREF,KKR REAL ESTATE FINANCE TRUS,0.03859
562,VSTS,VESTIS CORP,0.037787
563,THRY,THRYV HOLDINGS INC,0.037562
564,HELE,HELEN OF TROY LTD,0.037392
565,EGBN,EAGLE BANCORP INC,0.037206
566,CEVA,CEVA INC,0.037148
567,XRX,XEROX HOLDINGS CORP,0.037107
568,BLMN,BLOOMIN  BRANDS INC,0.036987
569,WRLD,WORLD ACCEPTANCE CORP,0.036793
570,SSTK,SHUTTERSTOCK INC,0.036508
571,XNCR,XENCOR INC,0.036193
572,UHT,UNIVERSAL HEALTH RLTY INCOME,0.036117
573,ASIX,ADVANSIX INC,0.035654
574,AVNS,AVANOS MEDICAL INC,0.035647
575,GDEN,GOLDEN ENTERTAINMENT INC,0.035642
576,GDYN,GRID DYNAMICS HOLDINGS INC,0.035033
577,CAL,CALERES INC,0.034152
578,CLB,CORE LABORATORIES INC,0.033633
579,MNRO,MONRO INC,0.033433
580,SNCY,SUN COUNTRY AIRLINES HOLDING,0.032518
581,HZO,MARINEMAX INC,0.03213
582,CRSR,CORSAIR GAMING INC,0.031208
583,TWI,TITAN INTERNATIONAL INC,0.030389
584,VIR,VIR BIOTECHNOLOGY INC,0.030175
585,CTKB,CYTEK BIOSCIENCES INC,0.030029
586,VTLE,VITAL ENERGY INC,0.029868
587,BFS,SAUL CENTERS INC,0.029015
588,PUMP,PROPETRO HOLDING CORP,0.028338
589,RES,RPC INC,0.02825
590,GES,GUESS? INC,0.027235
591,SCVL,SHOE CARNIVAL INC,0.027174
592,MGPI,MGP INGREDIENTS INC,0.02702
593,OMI,OWENS + MINOR INC,0.024936
594,MLAB,MESA LABORATORIES INC,0.024338
595,HTLD,HEARTLAND EXPRESS INC,0.023755
596,BGS,B+G FOODS INC,0.023728
597,JACK,JACK IN THE BOX INC,0.023695
598,USNA,USANA HEALTH SCIENCES INC,0.022994
599,CENT,CENTRAL GARDEN + PET CO,0.020629
600,SLP,SIMULATIONS PLUS INC,0.016633
601,TTGT,TECHTARGET INC,0.012753
602,RTYU5,E-MINI RUSS 2000  SEP25,0.004491
603,2200963D,OMNIAB INC   12.5 EARNOUT,0.0
604,2200964D,OMNIAB INC   15.00 EARNOUT,0.0
